timestamp,profile,edge,sni,host,path,transport,tcp_ok,tls_ok,upgrade_ok,status,elapsed_ms,error
2026-08-01T20:57:10+0330,uacSpoofer 5,104.20.0.1,www.multiplydose.com,www.multiplydose.com,//assignment,ws,False,False,False,,30550.6,TimeoutError: 
2026-08-01T20:57:10+0330,uacSpoofer 5,104.19.0.1,www.multiplydose.com,www.multiplydose.com,//assignment,ws,False,False,False,,30551.0,TimeoutError: 
2026-08-01T20:57:10+0330,uacSpoofer 5,172.67.0.1,www.multiplydose.com,www.multiplydose.com,//assignment,ws,False,False,False,,30644.0,TimeoutError: 
2026-08-01T20:57:10+0330,uacSpoofer 5,162.159.192.1,www.multiplydose.com,www.multiplydose.com,//assignment,ws,False,False,False,,30787.4,TimeoutError: 
2026-08-01T20:57:10+0330,uacSpoofer 5,162.159.193.1,www.multiplydose.com,www.multiplydose.com,//assignment,ws,False,False,False,,30834.4,TimeoutError: 
2026-08-01T20:57:10+0330,uacSpoofer 5,172.64.0.1,www.multiplydose.com,www.multiplydose.com,//assignment,ws,False,False,False,,30871.0,TimeoutError: 
2026-08-01T20:57:10+0330,uacSpoofer 3,104.18.245.194,www.ignitelimit.com,www.ignitelimit.com,/assignment,ws,True,True,False,,30959.5,TimeoutError: 
2026-08-01T20:57:10+0330,uacSpoofer 3,104.18.23.63,www.ignitelimit.com,www.ignitelimit.com,/assignment,ws,True,True,False,,31008.1,TimeoutError: 
2026-08-01T20:57:10+0330,uacSpoofer 5,173.245.50.20,www.multiplydose.com,www.multiplydose.com,//assignment,ws,False,False,False,,31067.4,TimeoutError: 
2026-08-01T20:57:10+0330,uacSpoofer 5,173.245.53.235,www.multiplydose.com,www.multiplydose.com,//assignment,ws,False,False,False,,31113.1,TimeoutError: 
2026-08-01T20:57:10+0330,uacSpoofer 5,173.245.57.194,www.multiplydose.com,www.multiplydose.com,//assignment,ws,False,False,False,,31113.3,TimeoutError: 
